latitude,longitude,time,distanceOverGround,headingDesired,headingSkew,headingSub,targetWaypoint,tempSub,totalPower,waterSpeed,day
45.376335,-62.19629,1417860000,55,217,-2,226,62,1,38841,-2,4
45.16313333,-62.19884833,1417670000,130,297,-2,289,41,3,47214,-2,2
45.23599,-62.27053,1417690000,157,322,-2,330,41,3,44399,-2,2
45.35675,-62.2401,1417910000,209,46,-2,45,66,2,41213,-2,4
45.37208667,-62.20341833,1417870000,48,223,-2,210,62,1,38076,-2,4
45.33928833,-62.22293333,1417830000,128,36,-2,47,59,1,42000,-2,3
45.29706167,-62.33049833,1417710000,113,317,-2,345,41,2,46839,-2,2
45.00594,-62.21889667,1417630000,330,71,-2,79,38,4,51264,-2,1
45.37695833,-62.19537,1417860000,67,213,-2,236,62,1,38974,-2,4
44.96808833,-62.31946667,1417620000,315,88,-2,77,48,4,51928,-2,1
45.32193,-62.27708667,1417720000,292,64,-2,63,44,2,47716,-2,2
45.28860667,-62.32251667,1417710000,120,320,-2,295,41,2,46134,-2,2
45.35939167,-62.22551833,1417760000,135,250,-2,251,62,1,42732,-2,3
45.32318167,-62.27108167,1417830000,172,57,-2,64,59,1,42500,-2,3
45.33519167,-62.23548,1417830000,126,52,-2,65,59,1,42227,-2,3
45.34546333,-62.24974833,1417760000,132,246,-2,248,62,1,42063,-2,3
45.33823833,-62.22601167,1417830000,124,44,-2,53,59,1,42054,-2,3
45.36091833,-62.16794,1417740000,113,341,-2,344,60,1,45367,-2,2
45.34526333,-62.19730167,1417730000,155,3,-2,33,44,2,46592,-2,2
45.31441667,-62.341705,1417720000,342,76,-2,91,44,2,47938,-2,2
45.346935,-62.24716,1417890000,34,282,-2,305,62,2,42067,-2,4
45.15598833,-62.19158833,1417660000,131,307,-2,311,41,3,47490,-2,1
45.329925,-62.25140667,1417830000,144,61,-2,65,59,1,42498,-2,3
45.35360333,-62.23570667,1417880000,91,230,-2,228,62,1,40702,-2,4
45.177385,-62.21293,1417670000,125,318,-2,-1,41,3,46666,-2,2
45.31838167,-62.28581667,1417820000,188,68,-2,55,59,1,42142,-2,3
45.36464167,-62.21654333,1417760000,160,240,-2,215,62,1,43487,-2,3
45.32784167,-62.28019333,1417770000,110,251,-2,245,62,2,41089,-2,3
44.975395,-62.30597333,1417620000,338,90,-2,96,48,4,51855,-2,1
45.37508,-62.16772167,1417850000,105,274,-2,289,61,1,39704,-2,4
45.29527,-62.32864,1417710000,127,316,-2,13,41,2,46814,-2,2
45.33731333,-62.26392,1417770000,114,250,-2,226,62,1,41624,-2,3
45.387085,-62.19642833,1417920000,201,59,-2,41,66,2,41051,-2,4
45.39302,-62.14933,1417920000,146,146,-2,146,67,1,40339,-2,4
45.30544667,-62.338905,1417710000,102,331,-2,316,41,2,47383,-2,2
45.31187167,-62.30794167,1417780000,92,238,-2,230,62,2,39807,-2,3
45.11339333,-62.147935,1417650000,139,289,-2,272,40,3,48849,-2,1
45.35708667,-62.22973167,1417760000,136,235,-2,211,62,1,42616,-2,3
45.33237,-62.22449833,1417730000,191,38,-2,33,44,2,47077,-2,2
45.34711833,-62.24667833,1417890000,33,273,-2,285,62,2,41789,-2,4
45.29953667,-62.32892833,1417780000,46,247,-2,211,62,2,39420,-2,3
45.34997667,-62.24192833,1417760000,142,248,-2,236,62,1,42300,-2,3
45.32524833,-62.26527667,1417830000,156,50,-2,52,59,1,42724,-2,3
45.356825,-62.17062,1417850000,118,67,-2,63,59,1,40315,-2,4
45.36350167,-62.16659167,1417740000,112,335,-2,13,60,1,45250,-2,2
45.34177833,-62.25633833,1417890000,81,279,-2,290,62,2,42262,-2,4
45.30417333,-62.327795,1417820000,191,21,-2,18,59,2,42748,-2,3
45.29681,-62.35035,1417810000,35,333,-2,332,59,2,43110,-2,3
45.29843833,-62.34578833,1417810000,159,47,-2,33,59,2,42996,-2,3
45.323805,-62.26900667,1417830000,169,49,-2,84,59,1,42776,-2,3
45.29942333,-62.32938667,1417780000,41,245,-2,253,62,2,39423,-2,3
45.30957167,-62.312,1417780000,106,224,-2,208,62,2,39658,-2,3
45.09880333,-62.13308833,1417650000,205,307,-2,295,40,3,49338,-2,1
45.31333333,-62.34652667,1417720000,95,325,-2,312,41,2,47948,-2,2
45.367325,-62.21180333,1417870000,67,229,-2,236,62,1,37772,-2,4
45.275945,-62.31037333,1417700000,-2,330,-2,347,41,2,44836,-2,2
45.29483833,-62.35588833,1417810000,31,331,-2,333,59,2,43479,-2,3
45.37725667,-62.17728167,1417860000,115,269,-2,289,61,1,39507,-2,4
45.042825,-62.14502,1417640000,394,51,-2,27,39,3,50657,-2,1
45.35243,-62.23763333,1417880000,107,225,-2,253,62,1,40857,-2,4
45.34667167,-62.24765,1417890000,32,282,-2,311,62,2,42121,-2,4
45.33558,-62.26697667,1417900000,49,265,-2,288,62,2,41850,-2,4
45.233815,-62.26854333,1417690000,156,317,-2,320,41,3,44472,-2,2
45.31014167,-62.31092333,1417780000,106,228,-2,222,62,2,39698,-2,3
45.32043667,-62.29247167,1417720000,290,68,-2,95,44,2,47846,-2,2
45.00470167,-62.22289333,1417630000,323,72,-2,71,38,4,51264,-2,1
45.06847833,-62.10171,1417640000,197,333,-2,331,40,3,50203,-2,1
45.30579,-62.32348167,1417820000,185,31,-2,50,59,2,42695,-2,3
45.36846333,-62.20996,1417750000,177,247,-2,220,62,1,43644,-2,3
45.299475,-62.346745,1417790000,85,298,-2,322,63,2,40123,-2,3
45.13889,-62.1744,1417660000,146,312,-2,284,40,3,48058,-2,1
45.29467833,-62.35579333,1417810000,33,331,-2,343,59,2,43542,-2,3
45.30285833,-62.35498,1417800000,43,317,-2,313,64,2,42165,-2,3
45.11906833,-62.15428,1417650000,153,317,-2,316,40,3,48661,-2,1
45.28119667,-62.315475,1417700000,122,320,-2,275,41,2,45132,-2,2
45.37340333,-62.16225333,1417850000,141,19,-2,25,60,1,39841,-2,4
45.34141167,-62.203835,1417730000,192,15,-2,27,44,2,46738,-2,2
45.37975,-62.189265,1417750000,127,308,-2,335,61,1,44110,-2,2
45.29452,-62.355775,1417810000,33,331,-2,338,59,2,43555,-2,3
45.32048333,-62.27906833,1417820000,175,51,-2,70,59,1,42056,-2,3
45.3757,-62.19740667,1417860000,55,219,-2,221,62,1,38390,-2,4
44.99254833,-62.26243167,1417630000,282,97,-2,107,48,4,51623,-2,1
45.30306833,-62.354815,1417800000,46,325,-2,305,64,2,41819,-2,3
45.185895,-62.22156,1417670000,-2,305,-2,320,41,3,46269,-2,2
45.30209833,-62.33536167,1417710000,118,315,-2,317,41,2,47175,-2,2
45.35527333,-62.23330667,1417880000,94,216,-2,260,62,1,40451,-2,4
45.377705,-62.17985167,1417750000,119,306,-2,303,61,1,44338,-2,2
45.31164333,-62.30523333,1417820000,158,-2,-2,25,59,2,42446,-2,3
45.03641833,-62.15778667,1417640000,405,63,-2,47,39,3,50769,-2,1
45.37856167,-62.183785,1417750000,120,311,-2,255,61,1,44237,-2,2
45.322925,-62.26583833,1417720000,271,60,-2,82,44,2,47607,-2,2
45.20725667,-62.24219333,1417680000,176,328,-2,339,41,3,45528,-2,2
45.15495833,-62.19100833,1417660000,158,315,-2,309,41,3,47526,-2,1
45.37640333,-62.17338333,1417750000,110,294,-2,298,61,1,44535,-2,2
45.16372167,-62.20005167,1417670000,125,330,-2,325,41,3,47185,-2,2
45.30128333,-62.35551833,1417800000,64,320,-2,322,64,2,42503,-2,3
45.04069667,-62.14923667,1417640000,404,55,-2,92,39,3,50695,-2,1
45.36060667,-62.22324,1417880000,77,225,-2,229,62,1,38276,-2,4
45.36839667,-62.20986667,1417870000,60,229,-2,234,62,1,37825,-2,4
45.34697167,-62.24714833,1417760000,134,248,-2,219,62,1,42148,-2,3
45.29720333,-62.34155667,1417790000,109,292,-2,292,63,2,39845,-2,3
45.37971,-62.18845,1417860000,109,255,-2,296,61,1,39288,-2,4
45.22460167,-62.259485,1417690000,128,323,-2,331,41,3,44814,-2,2
45.12883,-62.163635,1417660000,196,289,-2,299,40,3,48386,-2,1
45.03841167,-62.15341667,1417640000,403,52,-2,38,39,3,50731,-2,1
45.00345167,-62.22663667,1417630000,320,77,-2,69,38,4,51295,-2,1
45.27760833,-62.31319167,1417700000,161,327,-2,324,41,2,44936,-2,2
45.300435,-62.34912667,1417790000,68,310,-2,313,63,2,40441,-2,3
45.232795,-62.26741833,1417690000,140,313,-2,322,41,3,44507,-2,2
45.31518833,-62.302125,1417780000,118,242,-2,253,62,2,40018,-2,3
45.34039667,-62.258485,1417760000,124,250,-2,273,62,1,41828,-2,3
45.34815,-62.24491667,1417880000,60,250,-2,243,62,1,41406,-2,4
45.29467,-62.35582833,1417810000,28,331,-2,329,59,2,43523,-2,3
45.37826667,-62.1807,1417750000,106,285,-2,303,61,1,44300,-2,2
44.97708667,-62.30241667,1417620000,330,91,-2,115,48,4,51839,-2,1
45.338865,-62.26118333,1417900000,69,277,-2,297,62,2,42159,-2,4
45.35630167,-62.17201667,1417850000,111,65,-2,74,59,1,40342,-2,4
45.37434,-62.21478333,1417910000,199,45,-2,45,66,2,41355,-2,4
45.314535,-62.33704667,1417720000,352,75,-2,95,44,2,47980,-2,2
45.40006833,-62.17787667,1417920000,201,107,-2,102,67,2,40743,-2,4
45.36567167,-62.214925,1417870000,67,218,-2,234,62,1,37765,-2,4
45.11572167,-62.15047333,1417650000,185,303,-2,311,40,3,48767,-2,1
45.17277333,-62.208415,1417670000,117,311,-2,334,41,3,46849,-2,2
45.33319333,-62.24170833,1417830000,137,53,-2,68,59,1,42335,-2,3
45.38966,-62.19269833,1417920000,196,54,-2,45,66,2,40993,-2,4
45.3034,-62.33705,1417710000,104,327,-2,333,41,2,47357,-2,2
45.30653333,-62.32118833,1417820000,192,34,-2,34,59,2,42663,-2,3
44.99757167,-62.24504833,1417630000,296,94,-2,89,38,4,51463,-2,1
45.37249333,-62.203215,1417870000,65,212,-2,237,62,1,38105,-2,4
45.06708,-62.10042667,1417640000,191,314,-2,330,40,3,50233,-2,1
45.17104167,-62.20675,1417670000,131,328,-2,328,41,3,46922,-2,2
45.34318167,-62.25362167,1417890000,90,283,-2,314,62,2,42301,-2,4
45.10668833,-62.14053167,1417650000,196,280,-2,310,40,3,49056,-2,1
45.049195,-62.13311667,1417640000,376,54,-2,72,39,3,50566,-2,1
45.34754333,-62.24603333,1417880000,48,254,-2,290,62,2,41683,-2,4
45.29949333,-62.34186833,1417820000,158,26,-2,37,59,2,42941,-2,3
45.30123333,-62.33505167,1417710000,97,327,-2,344,41,2,47065,-2,2
45.30736833,-62.341255,1417720000,113,344,-2,343,41,2,47331,-2,2
45.38453833,-62.20025667,1417920000,186,59,-2,72,66,2,41113,-2,4
45.27463333,-62.308795,1417700000,124,316,-2,320,41,2,44509,-2,2
45.29654333,-62.340545,1417790000,118,306,-2,322,63,2,39796,-2,3
45.37114333,-62.20514,1417870000,54,225,-2,224,62,1,37985,-2,4
45.33195,-62.244855,1417830000,130,33,-2,38,59,1,42390,-2,3
45.16931167,-62.20475833,1417670000,134,312,-2,327,41,3,46995,-2,2
45.29614333,-62.35139333,1417810000,40,331,-2,339,59,2,43276,-2,3
45.34227333,-62.21403,1417840000,116,46,-2,56,59,1,41838,-2,3
45.28716,-62.32108833,1417710000,116,319,-2,321,41,2,45922,-2,2
45.2107,-62.245895,1417680000,169,334,-2,338,41,3,45420,-2,2
45.32330667,-62.26239833,1417730000,265,58,-2,55,44,2,47570,-2,2
45.37786667,-62.179915,1417860000,103,266,-2,306,61,1,39453,-2,4
45.302665,-62.35406,1417800000,39,306,-2,288,63,2,41391,-2,3
45.32919333,-62.23331833,1417730000,211,44,-2,75,44,2,47234,-2,2
45.341845,-62.261465,1417910000,196,28,-2,35,66,2,41146,-2,4
45.34431333,-62.19873,1417730000,172,6,-2,21,44,2,46627,-2,2
45.35377333,-62.235125,1417760000,148,246,-2,227,62,1,42453,-2,3
45.31139333,-62.34514333,1417720000,97,335,-2,340,41,2,47224,-2,2
45.29739,-62.34923333,1417810000,65,7,-2,14,59,2,43057,-2,3
45.34745333,-62.194825,1417730000,155,357,-2,31,44,2,46523,-2,2
45.29922667,-62.32981,1417790000,49,241,-2,232,62,2,39434,-2,3
45.12499,-62.16033667,1417660000,152,313,-2,323,40,3,48475,-2,1
45.32190667,-62.275235,1417830000,162,66,-2,94,59,1,41999,-2,3
45.36555,-62.21497667,1417750000,169,239,-2,208,62,1,43523,-2,3
45.37047833,-62.16365167,1417740000,119,351,-2,353,60,1,44990,-2,2
45.29459667,-62.35744167,1417810000,34,332,-2,343,64,2,43457,-2,3
45.27896167,-62.31293667,1417700000,153,327,-2,9,41,2,44986,-2,2
45.02372333,-62.18186833,1417630000,362,60,-2,71,39,3,50971,-2,1
45.29818333,-62.35619333,1417800000,53,314,-2,341,64,2,42913,-2,3
45.35152,-62.18663833,1417840000,107,75,-2,62,59,1,41228,-2,4
45.39363,-62.18704167,1417920000,204,57,-2,42,66,2,40899,-2,4
45.346975,-62.19982167,1417840000,105,41,-2,40,59,1,41533,-2,4
45.295205,-62.33678167,1417790000,106,248,-2,255,62,2,39670,-2,3
45.33456667,-62.23694,1417830000,123,47,-2,59,59,1,42254,-2,3
45.30405,-62.33775667,1417710000,95,329,-2,335,41,2,47376,-2,2
44.97017167,-62.31633667,1417620000,332,89,-2,97,48,4,51905,-2,1
45.319115,-62.29535667,1417770000,106,244,-2,252,62,2,40489,-2,3
45.14921,-62.18552,1417660000,124,313,-2,322,40,3,47707,-2,1
45.37435,-62.16254167,1417850000,122,288,-2,314,61,1,39815,-2,4
45.37472167,-62.19908833,1417860000,72,217,-2,251,62,1,38302,-2,4
45.33877,-62.22446,1417830000,129,41,-2,56,59,1,42028,-2,3
45.36239167,-62.23187,1417910000,220,56,-2,43,66,2,41618,-2,4
45.33154167,-62.226665,1417730000,187,40,-2,72,44,2,47118,-2,2
45.37941667,-62.20736,1417910000,191,47,-2,39,66,2,41234,-2,4
45.35183167,-62.18535167,1417840000,101,70,-2,61,59,1,41200,-2,4
45.19516167,-62.23041667,1417680000,167,326,-2,337,41,3,45906,-2,2
45.33406167,-62.21974833,1417730000,209,34,-2,46,44,2,47004,-2,2
45.33376167,-62.27029167,1417900000,50,256,-2,270,62,2,41678,-2,4
45.357125,-62.22972833,1417880000,68,220,-2,244,62,1,39977,-2,4
45.34836,-62.19368833,1417730000,146,353,-2,333,44,2,46493,-2,2
45.34691667,-62.24705667,1417890000,24,276,-2,294,62,2,41961,-2,4
44.921615,-62.35756667,1417620000,317,28,-2,35,253,3,52120,-2,1
45.29570333,-62.33556667,1417790000,96,254,-2,268,62,2,39645,-2,3
45.33980333,-62.22148667,1417840000,122,35,-2,57,59,1,41974,-2,3
45.36613667,-62.16573167,1417740000,120,355,-2,-2,60,1,45138,-2,2
45.37763167,-62.19413833,1417860000,53,215,-2,220,62,1,39028,-2,4
45.21819667,-62.25303667,1417680000,150,322,-2,326,41,3,45176,-2,2
45.33082667,-62.247915,1417830000,142,47,-2,64,59,1,42444,-2,3
45.30702333,-62.31620167,1417780000,108,235,-2,248,62,2,39501,-2,3
45.34998833,-62.24961333,1417910000,208,31,-2,39,66,2,40972,-2,4
45.343295,-62.25947333,1417910000,220,38,-2,34,66,2,41118,-2,4
45.37178333,-62.218415,1417910000,207,44,-2,55,66,2,41409,-2,4
44.99650833,-62.24859667,1417630000,304,90,-2,81,38,4,51498,-2,1
45.34030833,-62.25882167,1417890000,97,255,-2,277,62,2,42219,-2,4
45.29551667,-62.35713167,1417800000,47,331,-2,331,64,2,43158,-2,3
45.37952833,-62.19112167,1417860000,61,202,-2,194,62,1,39206,-2,4
45.21500333,-62.25006833,1417680000,136,321,-2,324,41,3,45269,-2,2
45.31286167,-62.30605333,1417780000,95,238,-2,205,62,2,39870,-2,3
45.22740167,-62.26204667,1417690000,130,313,-2,305,41,3,44712,-2,2
45.30884667,-62.31301167,1417780000,112,226,-2,215,62,2,39618,-2,3
45.33569167,-62.26653333,1417900000,45,271,-2,295,62,2,41875,-2,4
45.25698833,-62.29115667,1417700000,171,312,-2,313,41,3,43925,-2,2
45.32713,-62.24125333,1417730000,216,49,-2,61,44,2,47321,-2,2
45.36276833,-62.21964,1417760000,152,236,-2,184,62,1,43416,-2,3
45.202305,-62.23726333,1417680000,180,328,-2,328,41,3,45643,-2,2
45.23076167,-62.2657,1417690000,141,323,-2,318,41,3,44579,-2,2
45.35597,-62.23132833,1417880000,105,229,-2,230,62,1,40264,-2,4
45.33298667,-62.27141667,1417770000,117,241,-2,237,62,2,41397,-2,3
45.29480167,-62.35749333,1417810000,43,334,-2,339,64,2,43368,-2,3
45.07412833,-62.107755,1417640000,125,301,-2,303,40,3,49979,-2,1
45.26570667,-62.30001667,1417700000,143,319,-2,327,41,3,44034,-2,2
45.29750667,-62.34286,1417790000,104,302,-2,309,63,2,39877,-2,3
45.34803667,-62.24541167,1417880000,51,246,-2,249,62,2,41500,-2,4
45.36753333,-62.21182667,1417750000,176,237,-2,241,62,1,43606,-2,3
45.086115,-62.11961333,1417650000,195,315,-2,319,40,3,49686,-2,1
44.99859,-62.24154167,1417630000,288,94,-2,101,38,4,51426,-2,1
45.36815667,-62.21060667,1417870000,72,218,-2,209,62,1,37806,-2,4
45.34740167,-62.19868667,1417840000,97,40,-2,36,59,1,41510,-2,4
45.312725,-62.30244333,1417820000,122,349,-2,12,59,2,42392,-2,3
45.196325,-62.231755,1417680000,173,334,-2,345,41,3,45861,-2,2
45.29454833,-62.355895,1417810000,30,331,-2,341,59,2,43555,-2,3
45.34702,-62.24704,1417890000,36,271,-2,292,62,2,41911,-2,4
45.33624833,-62.23222333,1417830000,137,66,-2,50,59,1,42170,-2,3
45.38586333,-62.198395,1417920000,202,63,-2,51,66,2,41082,-2,4
45.25577167,-62.29022167,1417700000,198,336,-2,1,41,3,43930,-2,2
44.99147833,-62.26586,1417630000,273,97,-2,91,48,4,51647,-2,1
45.33367667,-62.240045,1417830000,134,58,-2,74,59,1,42307,-2,3
45.145425,-62.18119833,1417660000,154,317,-2,348,40,3,47862,-2,1
44.93498667,-62.35546833,1417620000,282,79,-2,80,48,4,52140,-2,1
45.37540167,-62.16913333,1417850000,109,285,-2,295,61,1,39679,-2,4
45.33794833,-62.26646833,1417910000,192,30,-2,33,66,2,41226,-2,4
45.33846667,-62.26188833,1417900000,70,274,-2,313,62,2,42135,-2,4
45.32474333,-62.28547667,1417770000,107,256,-2,238,62,2,40920,-2,3
45.12943333,-62.164975,1417660000,126,306,-2,313,40,3,48356,-2,1
45.32129667,-62.27722667,1417830000,167,60,-2,59,59,1,42028,-2,3
45.37998167,-62.19097667,1417860000,103,214,-2,234,62,1,39232,-2,4
45.333275,-62.27063,1417900000,55,263,-2,274,62,2,41651,-2,4
44.99336333,-62.25901167,1417630000,278,98,-2,91,48,4,51601,-2,1
45.19961167,-62.23501167,1417680000,123,330,-2,344,41,3,45716,-2,2
45.35999333,-62.16858667,1417850000,105,33,-2,37,60,1,40200,-2,4
44.96382667,-62.32520833,1417620000,317,87,-2,126,48,4,51979,-2,1
45.301625,-62.325585,1417780000,102,234,-2,241,62,2,39401,-2,3
45.33300667,-62.270985,1417900000,23,283,-2,313,62,2,41483,-2,4
45.37467,-62.16469333,1417740000,116,282,-2,284,61,1,44763,-2,2
45.24234167,-62.27691167,1417690000,145,316,-2,332,41,3,44202,-2,2
45.39580167,-62.1609,1417920000,152,147,-2,144,67,1,40517,-2,4
45.14864833,-62.18426167,1417660000,158,301,-2,-1,40,3,47753,-2,1
45.33691,-62.26851167,1417900000,78,52,-2,33,66,2,41256,-2,4
45.36283167,-62.16736833,1417850000,114,15,-2,18,60,1,40118,-2,4
45.33036667,-62.24972667,1417830000,138,61,-2,69,59,1,42469,-2,3
45.32508833,-62.25295333,1417730000,254,55,-2,51,44,2,47458,-2,2
44.95521167,-62.336125,1417620000,326,84,-2,72,48,4,52061,-2,1
45.31978,-62.28116167,1417820000,189,59,-2,76,59,1,42084,-2,3
45.35749667,-62.169285,1417740000,189,349,-2,334,60,1,46106,-2,2
45.24035167,-62.27464,1417690000,158,308,-2,332,41,3,44263,-2,2
45.29697667,-62.35689667,1417800000,79,321,-2,312,64,2,42980,-2,3
44.94376167,-62.348065,1417620000,301,81,-2,83,48,4,52111,-2,1
45.31632667,-62.292465,1417820000,149,29,-2,20,59,1,42225,-2,3
45.29527667,-62.35561,1417810000,46,357,-2,355,59,2,43431,-2,3
45.321525,-62.29113667,1417770000,115,247,-2,227,62,2,40714,-2,3
