latitude,longitude,time,distanceOverGround,headingDesired,headingSkew,headingSub,targetWaypoint,tempSub,totalPower,waterSpeed,day
45.18919,-62.22510333,1417680000,120,320,-2,318,41,3,46049,-2,2
45.35616833,-62.230895,1417760000,134,247,-2,251,62,1,42578,-2,3
45.37014,-62.20688833,1417870000,61,234,-2,242,62,1,37911,-2,4
45.396835,-62.164885,1417920000,173,150,-2,114,67,1,40572,-2,4
45.15084,-62.18725667,1417660000,117,310,-2,333,40,3,47639,-2,1
45.33712667,-62.26903833,1417900000,106,299,-2,327,65,2,41339,-2,4
45.35747333,-62.22907,1417880000,79,228,-2,255,62,1,39762,-2,4
45.364095,-62.21733,1417870000,64,224,-2,221,62,1,37797,-2,4
45.392595,-62.14734333,1417920000,156,149,-2,135,67,1,40311,-2,4
45.30090167,-62.35034833,1417790000,50,303,-2,303,63,2,40587,-2,3
45.33591833,-62.21559333,1417730000,188,30,-2,69,44,2,46932,-2,2
45.166245,-62.20118,1417670000,164,281,-2,283,41,3,47147,-2,2
45.06446667,-62.10357,1417640000,330,46,-2,50,39,3,50303,-2,1
45.216065,-62.25113833,1417680000,150,322,-2,328,41,3,45239,-2,2
45.30022833,-62.355715,1417800000,43,322,-2,330,64,2,42635,-2,3
45.37787167,-62.19372,1417750000,166,255,-2,234,62,1,43989,-2,2
45.379135,-62.19125167,1417860000,44,213,-2,198,62,1,39169,-2,4
45.35456833,-62.23391167,1417880000,93,216,-2,210,62,1,40537,-2,4
44.93719833,-62.353895,1417620000,273,79,-2,85,48,4,52136,-2,1
45.29623167,-62.33018,1417710000,107,332,-2,346,41,2,46850,-2,2
45.34244,-62.25491833,1417890000,64,293,-2,345,62,2,42284,-2,4
45.01980833,-62.18930167,1417630000,354,50,-2,41,39,4,51032,-2,1
45.36774333,-62.22416333,1417910000,205,46,-2,47,66,2,41495,-2,4
45.32091167,-62.29211,1417770000,106,247,-2,221,62,2,40683,-2,3
45.28583,-62.31964,1417710000,117,301,-2,297,41,2,45677,-2,2
45.17839667,-62.21374333,1417670000,140,307,-2,315,41,3,46634,-2,2
45.36943333,-62.20836,1417750000,171,240,-2,215,62,1,43685,-2,3
45.07337167,-62.10681167,1417640000,81,273,-2,306,40,3,50013,-2,1
45.13093,-62.16615,1417660000,191,304,-2,323,40,3,48324,-2,1
45.39349833,-62.151165,1417920000,158,149,-2,132,67,1,40367,-2,4
45.01028667,-62.20737167,1417630000,338,51,-2,77,39,4,51223,-2,1
45.3311,-62.27465,1417770000,109,251,-2,263,62,2,41276,-2,3
45.37413167,-62.20004333,1417860000,50,221,-2,240,62,1,38247,-2,4
45.37311,-62.20184667,1417860000,63,218,-2,236,62,1,38162,-2,4
45.346815,-62.24745,1417890000,36,279,-2,311,62,2,42097,-2,4
45.317695,-62.28813333,1417820000,184,65,-2,75,59,1,42171,-2,3
45.39627667,-62.16281333,1417920000,167,148,-2,157,67,1,40545,-2,4
45.298035,-62.33162333,1417790000,53,240,-2,201,62,2,39498,-2,3
45.37138667,-62.16312667,1417740000,122,351,-2,340,60,1,44954,-2,2
45.30899333,-62.342365,1417720000,117,337,-2,357,41,2,47294,-2,2
45.34396167,-62.25222833,1417760000,128,255,-2,240,62,1,41990,-2,3
44.95058333,-62.34122833,1417620000,313,83,-2,78,48,4,52083,-2,1
45.20353333,-62.238805,1417680000,185,343,-2,339,41,3,45614,-2,2
45.30247333,-62.35509667,1417800000,30,324,-2,322,64,2,42339,-2,3
45.10261667,-62.13698333,1417650000,172,310,-2,327,40,3,49165,-2,1
45.31846167,-62.29647333,1417780000,114,242,-2,217,62,2,40263,-2,3
45.35268167,-62.18279333,1417840000,108,57,-2,68,59,1,40729,-2,4
45.10519667,-62.13948333,1417650000,180,311,-2,341,40,3,49094,-2,1
45.32250667,-62.273175,1417830000,168,62,-2,75,59,1,41967,-2,3
45.36601167,-62.21420167,1417870000,61,224,-2,217,62,1,37736,-2,4
45.13192,-62.16749667,1417660000,160,317,-2,315,40,3,48284,-2,1
45.32911167,-62.27802833,1417770000,110,254,-2,265,62,2,41152,-2,3
45.352545,-62.18266,1417740000,213,50,-2,52,59,1,46325,-2,2
45.363795,-62.21829,1417760000,161,230,-2,233,62,1,43449,-2,3
45.14199,-62.17784833,1417660000,-2,314,-2,306,40,3,47972,-2,1
45.29635833,-62.35117333,1417810000,28,331,-2,339,59,2,43219,-2,3
45.34188667,-62.21546833,1417840000,124,47,-2,41,59,1,41865,-2,3
45.17358667,-62.209355,1417670000,121,317,-2,333,41,3,46821,-2,2
45.21306,-62.24810667,1417680000,195,324,-2,334,41,3,45344,-2,2
44.91354667,-62.35828167,1417620000,256,28,-2,31,253,3,52139,-2,1
45.36989167,-62.163975,1417850000,127,21,-2,33,60,1,39931,-2,4
45.378345,-62.18260667,1417860000,103,267,-2,283,61,1,39397,-2,4
45.34445167,-62.20739167,1417840000,98,34,-2,42,59,1,41697,-2,3
45.29682333,-62.33393667,1417790000,85,237,-2,233,62,2,39572,-2,3
45.28447167,-62.31825167,1417710000,129,314,-2,339,41,2,45433,-2,2
45.28637833,-62.320505,1417710000,102,323,-2,318,41,2,45793,-2,2
45.270885,-62.30495667,1417700000,137,306,-2,306,41,2,44281,-2,2
45.33777167,-62.21155667,1417730000,181,26,-2,8,44,2,46874,-2,2
45.01595833,-62.19658667,1417630000,355,58,-2,49,39,4,51105,-2,1
45.36109333,-62.22267167,1417760000,155,239,-2,209,62,1,43357,-2,3
45.35024,-62.19028167,1417840000,95,46,-2,56,59,1,41311,-2,4
44.941395,-62.35000333,1417620000,286,80,-2,80,48,4,52121,-2,1
45.37548833,-62.16963167,1417750000,112,290,-2,324,61,1,44634,-2,2
45.30276,-62.355155,1417800000,36,324,-2,336,64,2,42230,-2,3
45.30219333,-62.324595,1417780000,92,234,-2,204,62,2,39334,-2,3
45.18587667,-62.22152167,1417670000,77,305,-2,320,41,3,46269,-2,2
45.35823833,-62.227895,1417880000,75,216,-2,279,62,1,39375,-2,4
45.35487333,-62.17612833,1417850000,108,71,-2,59,59,1,40423,-2,4
45.24667167,-62.28134667,1417690000,160,317,-2,311,41,3,44062,-2,2
45.36668833,-62.21308333,1417870000,56,220,-2,228,62,1,37746,-2,4
45.25406333,-62.28999333,1417700000,162,341,-2,321,41,3,43935,-2,2
45.37215333,-62.162775,1417850000,133,22,-2,33,60,1,39872,-2,4
45.34643833,-62.24783667,1417890000,22,294,-2,306,62,2,42209,-2,4
45.31484667,-62.33255,1417720000,344,75,-2,106,44,2,47998,-2,2
45.10974333,-62.14442,1417650000,158,300,-2,284,40,3,48943,-2,1
45.379055,-62.18499333,1417750000,122,301,-2,312,61,1,44208,-2,2
45.334215,-62.26918167,1417770000,107,245,-2,257,62,2,41460,-2,3
45.379895,-62.189715,1417860000,96,258,-2,266,61,1,39257,-2,4
45.00232333,-62.23053833,1417630000,324,80,-2,95,38,4,51325,-2,1
45.18523333,-62.22036333,1417670000,82,293,-2,294,41,3,46341,-2,2
45.263625,-62.297875,1417700000,149,316,-2,337,41,3,43968,-2,2
45.34787667,-62.19757833,1417840000,97,45,-2,46,59,1,41475,-2,4
45.07690333,-62.11042,1417640000,200,319,-2,329,40,3,49900,-2,1
45.35413,-62.17885333,1417840000,116,85,-2,69,59,1,40482,-2,4
45.36771333,-62.16479333,1417850000,127,20,-2,22,60,1,39985,-2,4
45.35918667,-62.16931667,1417850000,99,35,-2,41,60,1,40234,-2,4
45.29896667,-62.330185,1417790000,44,238,-2,225,62,2,39442,-2,3
45.09759,-62.13160333,1417650000,181,310,-2,321,40,3,49365,-2,1
45.33694,-62.26876167,1417900000,61,235,-2,265,65,2,41283,-2,4
45.33816833,-62.26265833,1417900000,73,261,-2,277,62,2,42108,-2,4
45.29662167,-62.350555,1417810000,37,331,-2,0,59,2,43138,-2,3
44.98719667,-62.27876,1417630000,277,95,-2,108,48,4,51727,-2,1
45.33604667,-62.26606833,1417770000,111,245,-2,239,62,2,41552,-2,3
44.89539667,-62.36353,1417610000,243,28,-2,31,253,3,52214,-0.840999961,1
45.34180667,-62.25597333,1417760000,116,253,-2,250,62,1,41900,-2,3
45.16232833,-62.19790833,1417670000,129,300,-2,333,41,3,47237,-2,2
45.37697167,-62.211065,1417910000,206,55,-2,69,66,2,41294,-2,4
45.31400833,-62.304135,1417780000,104,237,-2,228,62,2,39933,-2,3
45.34234667,-62.20211333,1417730000,164,13,-2,352,44,2,46704,-2,2
45.31387667,-62.29946833,1417820000,141,9,-2,8,59,2,42332,-2,3
45.29591667,-62.357315,1417800000,55,336,-2,357,64,2,43070,-2,3
45.36514333,-62.166065,1417740000,99,340,-2,9,60,1,45173,-2,2
45.37384,-62.20080833,1417860000,70,214,-2,213,62,1,38216,-2,4
45.35861833,-62.226965,1417760000,146,251,-2,237,62,1,42694,-2,3
45.033975,-62.16176,1417640000,396,46,-2,57,39,3,50811,-2,1
45.378185,-62.18125,1417860000,108,259,-2,280,61,1,39425,-2,4
45.346465,-62.247905,1417890000,35,287,-2,311,62,2,42181,-2,4
45.36172333,-62.16748167,1417740000,114,342,-2,13,60,1,45331,-2,2
45.33906333,-62.26054333,1417770000,114,254,-2,258,62,1,41748,-2,3
45.29606,-62.35165667,1417810000,49,337,-2,4,59,2,43301,-2,3
45.32662833,-62.24400333,1417730000,208,50,-2,53,44,2,47350,-2,2
45.19035167,-62.226045,1417680000,154,340,-2,337,41,3,46021,-2,2
45.36491167,-62.21607,1417870000,59,217,-2,229,62,1,37765,-2,4
45.13657333,-62.17222,1417660000,176,314,-2,344,40,3,48129,-2,1
45.34923833,-62.243275,1417760000,129,248,-2,256,62,1,42265,-2,3
45.29829,-62.33177167,1417710000,116,311,-2,344,41,2,46837,-2,2
45.37662333,-62.19580167,1417860000,52,213,-2,214,62,1,38947,-2,4
45.35337,-62.180155,1417740000,206,43,-2,23,59,1,46287,-2,2
45.355495,-62.23238167,1417760000,146,245,-2,261,62,1,42530,-2,3
45.31807667,-62.30759667,1417720000,278,71,-2,56,44,2,47959,-2,2
45.33705167,-62.26410667,1417900000,82,266,-2,274,62,2,42043,-2,4
45.20954667,-62.244505,1417680000,159,328,-2,355,41,3,45455,-2,2
45.30077167,-62.34974833,1417790000,62,300,-2,305,63,2,40521,-2,3
45.34722,-62.24638333,1417880000,52,266,-2,314,62,2,41743,-2,4
45.37321667,-62.16223333,1417740000,118,342,-2,-2,60,1,44876,-2,2
45.25106167,-62.285495,1417690000,-2,324,-2,320,41,3,43894,-2,2
45.08459667,-62.118375,1417650000,182,319,-2,319,40,3,49715,-2,1
45.12395667,-62.15912833,1417650000,157,295,-2,308,40,3,48508,-2,1
45.21207167,-62.24665,1417680000,177,315,-2,289,41,3,45382,-2,2
45.397475,-62.181695,1417920000,189,58,-2,50,66,2,40805,-2,4
45.301065,-62.35557333,1417800000,37,321,-2,327,64,2,42557,-2,3
45.37607167,-62.19694667,1417750000,170,245,-2,205,62,1,43914,-2,2
45.39736833,-62.167075,1417920000,170,148,-2,152,67,1,40603,-2,4
45.39209167,-62.14550667,1417920000,149,144,-2,151,67,1,40282,-2,4
45.344605,-62.25736667,1417910000,214,37,-2,42,66,2,41091,-2,4
45.12180667,-62.156695,1417650000,179,315,-2,334,40,3,48588,-2,1
45.36380667,-62.218035,1417870000,66,226,-2,243,62,1,37829,-2,4
45.32160167,-62.28084667,1417720000,313,65,-2,50,44,2,47745,-2,2
44.88851833,-62.36735333,1417610000,72,28,-2,26,253,3,52387,-1.078000009,1
45.3579,-62.22844333,1417760000,139,246,-2,249,62,1,42654,-2,3
45.32131833,-62.28493,1417720000,279,66,-2,60,44,2,47776,-2,2
45.37822833,-62.18245333,1417750000,122,303,-2,283,61,1,44268,-2,2
45.329985,-62.23099667,1417730000,204,43,-2,57,44,2,47194,-2,2
45.30722667,-62.31880667,1417820000,194,30,-2,53,59,2,42632,-2,3
45.18022167,-62.21549167,1417670000,150,314,-2,319,41,3,46561,-2,2
45.33485667,-62.26809,1417900000,60,259,-2,265,62,2,41794,-2,4
45.29764167,-62.33236,1417790000,70,246,-2,251,62,2,39512,-2,3
45.29530833,-62.338095,1417790000,110,299,-2,305,63,2,39720,-2,3
45.35400333,-62.23467167,1417880000,92,233,-2,241,62,1,40615,-2,4
45.3061,-62.33964833,1417720000,101,335,-2,343,41,2,47370,-2,2
45.31717667,-62.29874333,1417780000,110,235,-2,219,62,2,40134,-2,3
45.351755,-62.185215,1417740000,190,49,-2,109,59,2,46370,-2,2
45.33294333,-62.271105,1417900000,40,272,-2,306,62,2,41513,-2,4
45.34542167,-62.20502833,1417840000,105,48,-2,53,59,1,41646,-2,4
45.34412,-62.20861333,1417840000,106,41,-2,60,59,1,41724,-2,3
45.31782167,-62.29759833,1417780000,113,241,-2,232,62,2,40172,-2,3
45.241285,-62.275955,1417690000,166,321,-2,331,41,3,44231,-2,2
45.33406333,-62.238405,1417830000,132,51,-2,41,59,1,42282,-2,3
45.32351,-62.287655,1417770000,109,244,-2,243,62,2,40844,-2,3
45.30324667,-62.354795,1417800000,37,318,-2,313,64,2,41886,-2,3
45.07321833,-62.10611833,1417640000,79,260,-2,237,40,3,50057,-2,1
45.29708167,-62.33049833,1417710000,-2,317,-2,345,41,2,46839,-2,2
45.01784,-62.19292333,1417630000,349,56,-2,65,39,4,51073,-2,1
45.1751,-62.210765,1417670000,131,317,-2,332,41,3,46767,-2,2
45.12730333,-62.16268833,1417660000,149,318,-2,275,40,3,48417,-2,1
45.33526333,-62.267585,1417900000,63,259,-2,280,62,2,41822,-2,4
45.35961667,-62.22541333,1417880000,76,216,-2,225,62,1,38677,-2,4
45.176745,-62.21197,1417670000,133,305,-2,323,41,3,46706,-2,2
45.04497167,-62.14101,1417640000,391,50,-2,71,39,3,50623,-2,1
45.33787333,-62.26278333,1417770000,110,253,-2,275,62,1,41669,-2,3
45.30274667,-62.33233,1417820000,181,33,-2,44,59,2,42803,-2,3
45.18106,-62.21652333,1417670000,134,318,-2,290,41,3,46526,-2,2
45.29505333,-62.35732167,1417800000,49,329,-2,346,64,2,43298,-2,3
45.29161667,-62.32538833,1417710000,128,318,-2,339,41,2,46647,-2,2
45.29476167,-62.35747667,1417810000,38,338,-2,345,64,2,43395,-2,3
45.324535,-62.26707833,1417830000,165,46,-2,53,59,1,42752,-2,3
45.28278833,-62.316845,1417700000,112,321,-2,315,41,2,45236,-2,2
45.34774667,-62.24572333,1417880000,61,251,-2,273,62,2,41600,-2,4
45.34140333,-62.21696833,1417840000,125,43,-2,63,59,1,41892,-2,3
45.30074167,-62.33826833,1417820000,153,15,-2,18,59,2,42888,-2,3
45.15071333,-62.18603667,1417660000,188,278,-2,303,40,3,47671,-2,1
45.34652167,-62.247895,1417890000,28,285,-2,302,62,2,42161,-2,4
45.36472333,-62.166545,1417850000,104,33,-2,33,60,1,40066,-2,4
45.20834667,-62.24348,1417680000,156,331,-2,344,41,3,45493,-2,2
45.126335,-62.16142333,1417660000,177,302,-2,314,40,3,48446,-2,1
45.35265667,-62.24593167,1417910000,200,37,-2,40,66,2,40917,-2,4
45.2992,-62.35630833,1417800000,73,328,-2,331,64,2,42732,-2,3
45.38336167,-62.20199833,1417920000,192,57,-2,43,66,2,41140,-2,4
45.29453833,-62.35568333,1417810000,24,331,-2,330,59,2,43549,-2,3
45.32728833,-62.28125167,1417770000,103,249,-2,223,62,2,41057,-2,3
45.39236167,-62.18899333,1417920000,204,59,-2,57,66,2,40930,-2,4
45.366445,-62.22609,1417910000,209,48,-2,34,66,2,41526,-2,4
45.32218167,-62.29007833,1417770000,115,245,-2,235,62,2,40759,-2,3
45.13335333,-62.168725,1417660000,185,315,-2,324,40,3,48248,-2,1
45.340425,-62.205695,1417730000,187,18,-2,37,44,2,46783,-2,2
45.294585,-62.35558167,1417810000,45,331,-2,348,59,2,43539,-2,3
44.88914833,-62.36697833,1417610000,73,28,-2,34,253,3,52374,-1.04400003,1
45.31675667,-62.315285,1417720000,351,72,-2,91,44,2,48020,-2,2
45.36919167,-62.2088,1417870000,63,222,-2,246,62,1,37848,-2,4
45.293025,-62.32667833,1417710000,105,321,-2,345,41,2,46668,-2,2
45.06261833,-62.107215,1417640000,354,43,-2,39,39,3,50335,-2,1
45.30249167,-62.353795,1417790000,36,312,-2,293,63,2,41241,-2,3
45.33668333,-62.26500167,1417770000,107,246,-2,254,62,1,41584,-2,3
45.27173333,-62.30596833,1417700000,121,320,-2,322,41,2,44329,-2,2
45.15197,-62.18817167,1417660000,150,320,-2,323,40,3,47611,-2,1
45.174305,-62.210125,1417670000,111,323,-2,308,41,3,46793,-2,2
45.30138667,-62.351505,1417790000,57,311,-2,311,63,2,40694,-2,3
45.26171333,-62.29550167,1417700000,167,300,-2,357,41,3,43941,-2,2
45.29551333,-62.35465833,1417810000,80,13,-2,9,59,2,43402,-2,3
45.27000667,-62.30399333,1417700000,154,311,-2,308,41,2,44247,-2,2
44.94592833,-62.34591167,1417620000,290,82,-2,77,48,4,52106,-2,1
45.11427167,-62.14943167,1417650000,148,314,-2,326,40,3,48820,-2,1
45.358335,-62.16819333,1417740000,142,322,-2,332,60,1,46080,-2,2
45.29872833,-62.33058,1417790000,49,238,-2,230,62,2,39450,-2,3
44.96384667,-62.32513667,1417620000,-2,87,-2,126,48,4,51979,-2,1
45.297305,-62.33312833,1417790000,73,240,-2,254,62,2,39540,-2,3
45.37480333,-62.16601167,1417740000,113,292,-2,294,61,1,44726,-2,2
45.298835,-62.34372833,1417810000,160,34,-2,45,59,2,42970,-2,3
45.29837333,-62.33115667,1417790000,59,239,-2,214,62,2,39477,-2,3
45.008675,-62.21111667,1417630000,329,74,-2,59,38,4,51258,-2,1
45.29756167,-62.33119167,1417710000,94,308,-2,320,41,2,46837,-2,2
45.239145,-62.27375667,1417690000,136,324,-2,329,41,3,44295,-2,2
45.37695167,-62.17577833,1417750000,106,313,-2,287,61,1,44456,-2,2
45.362615,-62.166925,1417740000,140,337,-2,305,60,1,45285,-2,2
45.358865,-62.16836833,1417740000,83,308,-2,310,60,1,46049,-2,2
45.260445,-62.29461833,1417700000,171,311,-2,336,41,3,43932,-2,2
45.18295833,-62.21779667,1417670000,146,293,-2,322,41,3,46452,-2,2
45.33919833,-62.264765,1417910000,189,17,-2,10,66,2,41202,-2,4
45.37496333,-62.16633,1417850000,90,260,-2,267,61,1,39731,-2,4
45.22372,-62.25854667,1417690000,143,321,-2,325,41,3,44855,-2,2
45.26470833,-62.29887833,1417700000,154,307,-2,326,41,3,43995,-2,2
45.35837667,-62.16990833,1417850000,96,18,-2,27,60,1,40260,-2,4
45.35533833,-62.17467667,1417850000,119,66,-2,84,59,1,40399,-2,4
45.13775,-62.17330167,1417660000,163,315,-2,299,40,3,48091,-2,1
45.30119,-62.35091,1417790000,56,306,-2,298,63,2,40650,-2,3
45.29482667,-62.355725,1417810000,26,331,-2,335,59,2,43503,-2,3
45.07959,-62.11286167,1417640000,202,305,-2,320,40,3,49829,-2,1
45.37134,-62.20501167,1417750000,170,246,-2,257,62,1,43752,-2,3
45.09111833,-62.12496333,1417650000,155,297,-2,294,40,3,49540,-2,1
45.34085667,-62.21843333,1417840000,131,38,-2,35,59,1,41919,-2,3
44.93021,-62.35813,1417620000,321,78,-2,82,48,3,52156,-2,1
45.31463167,-62.30310333,1417780000,103,241,-2,245,62,2,39977,-2,3
45.30270667,-62.32364167,1417780000,106,236,-2,238,62,2,39345,-2,3
45.36780667,-62.16442667,1417740000,118,343,-2,20,60,1,45077,-2,2
45.345915,-62.25533833,1417910000,210,31,-2,26,66,2,41063,-2,4
45.35768667,-62.22815333,1417880000,75,227,-2,221,62,1,39534,-2,4
45.37495833,-62.19853833,1417750000,174,252,-2,230,62,1,43875,-2,2
45.300815,-62.33424667,1417710000,101,313,-2,328,41,2,46983,-2,2
45.14105,-62.17672,1417660000,159,304,-2,304,40,3,48002,-2,1
45.31496167,-62.29583167,1417820000,142,6,-2,12,59,1,42279,-2,3
45.308235,-62.34166167,1417720000,116,339,-2,344,41,2,47306,-2,2
45.37615333,-62.17217667,1417750000,107,301,-2,314,61,1,44573,-2,2
45.22010167,-62.25500667,1417690000,135,315,-2,328,41,3,45017,-2,2
44.95755333,-62.33364667,1417620000,322,85,-2,84,48,4,52042,-2,1
45.34032167,-62.21998167,1417840000,126,35,-2,46,59,1,41946,-2,3
45.35135833,-62.23945667,1417880000,95,229,-2,250,62,1,41009,-2,4
45.29647,-62.35089,1417810000,27,331,-2,349,59,2,43167,-2,3
45.336175,-62.26579667,1417900000,44,265,-2,277,62,2,41933,-2,4
45.37602,-62.19686833,1417860000,60,216,-2,213,62,1,38578,-2,4
45.31263667,-62.346195,1417720000,90,334,-2,348,41,2,47940,-2,2
45.192665,-62.22809833,1417680000,151,327,-2,339,41,3,45967,-2,2
45.283635,-62.31758667,1417710000,122,321,-2,314,41,2,45333,-2,2
45.33773667,-62.22747,1417830000,125,44,-2,46,59,1,42082,-2,3
45.37871333,-62.18411,1417860000,118,266,-2,263,61,1,39369,-2,4
45.25919333,-62.29347667,1417700000,164,309,-2,322,41,3,43927,-2,2
45.311265,-62.30892833,1417780000,104,234,-2,220,62,2,39774,-2,3
45.30166167,-62.35189,1417790000,53,307,-2,309,63,2,40740,-2,3
45.395415,-62.15894667,1417920000,154,146,-2,130,67,1,40489,-2,4
45.302745,-62.33635167,1417710000,109,324,-2,292,41,2,47281,-2,2
45.36117167,-62.22272333,1417870000,66,213,-2,214,62,1,38178,-2,4
45.33316167,-62.27121167,1417900000,30,259,-2,288,62,2,41568,-2,4
45.34915667,-62.24311,1417880000,82,236,-2,246,62,1,41222,-2,4
45.36875833,-62.16441,1417850000,119,18,-2,30,60,1,39959,-2,4
44.99417667,-62.25557167,1417630000,275,98,-2,107,48,4,51568,-2,1
45.32445167,-62.25612833,1417730000,243,56,-2,71,44,2,47496,-2,2
45.37567333,-62.21299,1417910000,199,51,-2,54,66,2,41324,-2,4
44.88982,-62.36644667,1417610000,83,28,-2,38,253,3,52349,-0.873000026,1
45.30149667,-62.33651167,1417820000,155,24,-2,24,59,2,42859,-2,3
45.34604167,-62.24887,1417890000,59,276,-2,275,62,2,42399,-2,4
45.36148,-62.22203167,1417870000,77,222,-2,254,62,1,38098,-2,4
44.90225667,-62.359765,1417610000,266,28,-2,29,253,3,52210,-2,1
45.34491167,-62.25044333,1417890000,68,292,-2,321,62,2,42529,-2,4
45.30306333,-62.35477667,1417800000,43,322,-2,320,64,2,42091,-2,3
45.35657,-62.23052167,1417880000,86,221,-2,248,62,1,40155,-2,4
45.36433333,-62.16619333,1417740000,111,332,-2,319,60,1,45212,-2,2
45.26794833,-62.301925,1417700000,153,310,-2,344,41,2,44146,-2,2
45.35219333,-62.18404,1417840000,104,62,-2,78,59,1,41092,-2,4
45.372305,-62.20334667,1417750000,178,245,-2,231,62,1,43783,-2,3
45.32421833,-62.28672167,1417770000,113,241,-2,219,62,2,40879,-2,3
45.33043333,-62.27583,1417770000,119,244,-2,205,62,2,41238,-2,3
45.30055667,-62.35582167,1417800000,65,327,-2,327,64,2,42596,-2,3
45.354715,-62.233835,1417760000,143,241,-2,262,62,1,42492,-2,3
45.34131,-62.25717167,1417890000,88,269,-2,280,62,2,42247,-2,4
45.290265,-62.32383333,1417710000,121,319,-2,330,41,2,46407,-2,2
45.32646833,-62.261545,1417830000,159,65,-2,66,59,1,42666,-2,3
45.34715,-62.246895,1417890000,34,269,-2,261,62,2,41848,-2,4
45.07825167,-62.11187333,1417640000,186,327,-2,327,40,3,49865,-2,1
45.33442833,-62.26868333,1417900000,69,264,-2,293,62,2,41765,-2,4
45.379605,-62.18778667,1417750000,129,292,-2,305,61,1,44148,-2,2
44.90665167,-62.35834,1417610000,243,28,-2,36,253,3,52178,-2,1
45.31919833,-62.30014667,1417720000,313,70,-2,60,44,2,47900,-2,2
45.19730333,-62.23215333,1417680000,134,305,-2,310,41,3,45825,-2,2
45.347015,-62.24705333,1417890000,33,275,-2,285,62,2,41999,-2,4
45.331625,-62.27353,1417770000,111,251,-2,244,62,2,41316,-2,3
45.35588,-62.17313167,1417740000,197,41,-2,38,59,1,46174,-2,2
44.96186,-62.32810167,1417620000,318,86,-2,102,48,4,52001,-2,1
45.33319833,-62.22213167,1417730000,200,36,-2,59,44,2,47037,-2,2
45.36661167,-62.16535667,1417850000,114,30,-2,45,60,1,40012,-2,4
45.108815,-62.143165,1417650000,180,295,-2,304,40,3,48978,-2,1
45.22822333,-62.26283333,1417690000,129,308,-2,320,41,3,44674,-2,2
45.29976667,-62.35588,1417800000,54,316,-2,309,64,2,42665,-2,3
45.15956833,-62.19524333,1417660000,148,299,-2,305,41,3,47348,-2,1
45.346565,-62.20110333,1417840000,115,46,-2,62,59,1,41564,-2,4
45.18802333,-62.22327667,1417680000,84,291,-2,331,41,3,46120,-2,2
45.34052833,-62.26326,1417910000,186,21,-2,14,66,2,41175,-2,4
45.33646667,-62.26547167,1417900000,48,264,-2,268,62,2,41958,-2,4
45.34090667,-62.25795,1417890000,79,258,-2,290,62,2,42235,-2,4
45.26688667,-62.30086333,1417700000,151,312,-2,338,41,2,44087,-2,2
45.28063333,-62.31433833,1417700000,117,305,-2,319,41,2,45100,-2,2
45.361865,-62.221275,1417870000,76,224,-2,239,62,1,38029,-2,4
45.33410833,-62.26916833,1417900000,56,270,-2,275,62,2,41737,-2,4
44.92448333,-62.35766167,1417620000,317,28,-2,30,253,3,52120,-2,1
45.37346,-62.20125667,1417860000,58,213,-2,206,62,1,38190,-2,4
45.19170167,-62.2268,1417680000,173,319,-2,326,41,3,45993,-2,2
45.289285,-62.323215,1417710000,104,329,-2,12,41,2,46253,-2,2
45.33531,-62.269805,1417900000,98,313,-2,351,253,2,41402,-2,4
45.29592,-62.352205,1417810000,96,357,-2,7,59,2,43330,-2,3
45.07545,-62.10908667,1417640000,187,306,-2,315,40,3,49938,-2,1
45.19795167,-62.23305833,1417680000,106,309,-2,335,41,3,45788,-2,2
44.94826667,-62.343625,1417620000,313,82,-2,90,48,4,52096,-2,1
45.29574667,-62.35341333,1417810000,98,15,-2,22,59,2,43361,-2,3
45.33593833,-62.26608333,1417900000,41,268,-2,291,62,2,41904,-2,4
45.39878,-62.17978167,1417920000,204,60,-2,53,66,2,40774,-2,4
45.34367,-62.209905,1417840000,111,40,-2,60,59,1,41751,-2,3
45.34690833,-62.247055,1417890000,28,281,-2,285,62,2,42034,-2,4
45.32771667,-62.23869167,1417730000,207,47,-2,55,44,2,47294,-2,2
45.301735,-62.35523833,1417800000,37,320,-2,301,64,2,42462,-2,3
45.30456833,-62.32047167,1417780000,106,231,-2,233,62,2,39409,-2,3
45.37929,-62.186215,1417750000,113,294,-2,292,61,1,44180,-2,2
45.35551667,-62.23223167,1417880000,87,231,-2,230,62,1,40356,-2,4
45.29983833,-62.32852167,1417780000,100,238,-2,236,62,2,39416,-2,3
45.373295,-62.201755,1417750000,155,253,-2,236,62,1,43814,-2,3
45.17578667,-62.21154333,1417670000,112,324,-2,331,41,3,46738,-2,2
45.34494333,-62.206245,1417840000,101,39,-2,62,59,1,41669,-2,3
45.388405,-62.19452,1417920000,204,56,-2,51,66,2,41024,-2,4
45.09233167,-62.12641833,1417650000,184,312,-2,344,40,3,49499,-2,1
45.37051,-62.20629167,1417870000,51,227,-2,218,62,1,37934,-2,4
45.36433,-62.16622167,1417740000,-2,332,-2,319,60,1,45212,-2,2
45.32568167,-62.24975333,1417730000,252,53,-2,37,44,2,47420,-2,2
45.34864167,-62.25152833,1417910000,208,29,-2,40,66,2,41000,-2,4
45.12323667,-62.157625,1417650000,188,283,-2,295,40,3,48547,-2,1
45.29879333,-62.33263333,1417710000,105,328,-2,330,41,2,46872,-2,2
45.28512,-62.31894333,1417710000,105,313,-2,306,41,2,45552,-2,2
