scientificname,longitude,latitude,datecollected,sex,life_stage,weight
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.39,44.59,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.17,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.17,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.51,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.51,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.17,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.17,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.57,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-61.35,45.01,2013-11-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.5,45.18,2013-05-16T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-61.05,45.09,2013-05-14T00:00:00,U,ADULT,
Gadus morhua,-60.59,45.26,2013-05-15T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.46,44.56,2013-11-17T00:00:00,U,ADULT,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.776,44.928,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Halichoerus grypus,-60.02387,43.92853,2012-06-26T16:41:00,M,ADULT,156
Halichoerus grypus,-59.85508,43.93199,2014-06-17T19:21:00,M,ADULT,206.2
Halichoerus grypus,-59.87389,43.92897,2012-06-28T19:35:00,M,ADULT,195
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Halichoerus grypus,-60.00256,43.92691,2009-10-19T00:00:00,M,,182
Halichoerus grypus,-59.9024,43.93639,2012-06-25T18:39:00,M,ADULT,180
Halichoerus grypus,-60.07549,43.9395,2014-06-17T15:42:00,M,ADULT,205
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84533,45.33833,2010-11-23T09:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.84471,45.33511,2010-11-24T04:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.897,45.2995,2010-11-25T06:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Gadus morhua,-60.87983,45.2915,2010-11-30T06:00:00,U,,
Halichoerus grypus,-59.85184,43.93304,2014-06-13T14:31:00,M,ADULT,196.4
Halichoerus grypus,-59.98634,43.93562,2012-06-25T21:07:00,M,ADULT,215
Halichoerus grypus,-59.90536,43.92688,2014-06-14T13:49:00,F,ADULT,141.8
Halichoerus grypus,-60.05193,43.93288,2010-09-13T18:43:00,M,,142
Halichoerus grypus,-60.05507,43.93636,2010-09-11T20:08:00,M,,201.5
Halichoerus grypus,-59.74377,43.9868,2014-06-22T19:00:00,M,ADULT,195
Halichoerus grypus,-59.8294,43.93835,2014-06-13T15:23:00,M,ADULT,190.8
Halichoerus grypus,-59.76142,43.97144,2013-06-25T18:58:00,F,ADULT,149.5
Halichoerus grypus,-59.82359,43.94002,2010-09-16T18:47:00,M,,199
Halichoerus grypus,-60.04585,43.93161,2012-06-28T16:29:00,M,ADULT,169
Halichoerus grypus,-64.927737,46.813904,2013-07-17T15:00:00,F,ADULT,163
Halichoerus grypus,-64.927737,46.813904,2013-07-17T14:00:00,M,ADULT,180.5
Halichoerus grypus,-64.927737,46.813904,2013-07-17T13:00:00,F,ADULT,204.5
Halichoerus grypus,-64.927737,46.813904,2013-07-16T14:00:00,M,SUB-ADULT,107
Halichoerus grypus,-64.927737,46.813904,2013-07-16T13:00:00,M,ADULT,157
Halichoerus grypus,-64.927737,46.813904,2013-07-16T12:00:00,M,SUB-ADULT,106
Halichoerus grypus,-64.927737,46.813904,2013-07-15T17:00:00,F,ADULT,
Halichoerus grypus,-62.31667,46.33333,2013-07-11T15:00:00,F,SUB-ADULT,53
Halichoerus grypus,-61.437,47.803,2014-07-08T15:40:00,F,ADULT,89
Halichoerus grypus,-61.437,47.803,2014-07-08T16:30:00,F,ADULT,111
Halichoerus grypus,-61.437,47.803,2014-07-08T21:00:00,F,ADULT,209
Halichoerus grypus,-61.437,47.803,2014-07-09T13:00:00,F,ADULT,164
Halichoerus grypus,-61.437,47.803,2014-07-09T13:45:00,M,ADULT,136
Halichoerus grypus,-60.0526,43.93299,2010-09-13T20:23:00,M,,312.5
Halichoerus grypus,-59.92101,43.93626,2012-10-12T18:27:00,F,ADULT,210
Halichoerus grypus,-59.82323,43.94041,2014-06-21T20:02:00,F,ADULT,163.4
Halichoerus grypus,-60.03,43.93,2010-09-10T17:35:00,F,,154
Halichoerus grypus,-60.06637,43.93565,2012-06-22T15:21:00,F,ADULT,154
Halichoerus grypus,-59.98374,43.93547,2012-06-25T20:14:00,F,ADULT,164
Halichoerus grypus,-59.97969,43.92602,2014-06-17T18:16:00,F,ADULT,164
Halichoerus grypus,-59.97741,43.92622,2013-06-30T18:21:00,F,ADULT,183.2
Halichoerus grypus,-60.04862,43.93592,2010-09-11T18:09:00,F,,159
Halichoerus grypus,-59.95127,43.92603,2014-06-12T15:16:00,F,ADULT,153
Halichoerus grypus,-59.83063,43.93767,2013-06-26T17:59:00,F,ADULT,175.5
Halichoerus grypus,-59.83117,43.93759,2013-06-27T15:57:00,F,ADULT,172
Halichoerus grypus,-59.97949,43.92602,2011-06-15T14:27:00,F,,180
Halichoerus grypus,-59.97858,43.92604,2011-06-15T13:44:00,F,,198
Halichoerus grypus,-60.03858,43.93082,2011-06-15T10:43:00,F,,167
Halichoerus grypus,-59.76925,43.97193,2012-06-26T20:09:00,F,ADULT,161
Halichoerus grypus,-59.96605,43.93571,2014-06-13T18:19:00,F,ADULT,137.6
Halichoerus grypus,-59.90197,43.9269,2014-06-14T14:40:00,F,ADULT,143.6
Halichoerus grypus,-60.06328,43.93713,2009-10-15T00:00:00,F,,194.5
Halichoerus grypus,-59.9716,43.92629,2010-09-18T20:39:00,F,,140
Halichoerus grypus,-60.14607,43.96432,2009-10-17T00:00:00,F,,237
Halichoerus grypus,-60.06,43.94,2010-09-09T15:13:00,F,,151.5
Halichoerus grypus,-59.86225,43.93101,2011-06-14T15:15:00,F,,172
Halichoerus grypus,-60.02002,43.93475,2013-06-23T18:52:00,F,ADULT,162
Halichoerus grypus,-60.00945,43.92713,2011-06-12T10:53:00,F,,202
Halichoerus grypus,-60.07767,43.93887,2014-06-17T14:00:00,F,ADULT,142.8
Halichoerus grypus,-59.84589,43.93432,2010-09-18T19:20:00,F,,142
Halichoerus grypus,-60.05951,43.93459,2012-06-24T17:08:00,F,ADULT,181
Halichoerus grypus,-60.04384,43.93157,2011-06-15T09:46:00,F,,190
Halichoerus grypus,-60.09003,43.94243,2010-09-18T13:30:00,F,,139.5
Halichoerus grypus,-60.06,43.94,2010-09-10T20:06:00,F,,200
Halichoerus grypus,-59.99525,43.93521,2013-06-25T21:04:00,F,ADULT,177.4
Halichoerus grypus,-60.03438,43.92985,2011-06-12T09:58:00,F,,144
Halichoerus grypus,-59.95451,43.9256,2012-06-26T17:42:00,F,ADULT,168
Halichoerus grypus,-60.05792,43.93651,2009-10-15T00:00:00,F,,202.5
Halichoerus grypus,-60.05048,43.93618,2012-06-27T14:38:00,F,ADULT,205
Halichoerus grypus,-60.07589,43.93957,2014-06-17T14:58:00,F,ADULT,166.6
Halichoerus grypus,-60.13577,43.9587,2009-10-18T00:00:00,F,,184
Halichoerus grypus,-59.82365,43.9397,2011-06-14T16:49:00,F,,158
Halichoerus grypus,-59.85822,43.93194,2012-06-22T18:03:00,F,ADULT,168
Halichoerus grypus,-59.87291,43.92897,2011-06-12T16:45:00,F,,149
Halichoerus grypus,-60.05434,43.93337,2009-10-15T00:00:00,F,,163.5
Halichoerus grypus,-60.07441,43.93928,2010-09-11T17:05:00,F,,219.5
Halichoerus grypus,-60.00766,43.93478,2013-06-25T15:00:00,F,ADULT,159
Halichoerus grypus,-60.00056,43.92658,2010-09-08T16:45:00,F,,149
Halichoerus grypus,-60.13133,43.95704,2010-09-09T14:00:00,F,,184
Halichoerus grypus,-60.10798,43.94771,2010-09-10T15:04:00,F,,184
Halichoerus grypus,-60.05822,43.93407,2009-10-15T00:00:00,F,,208.5
Halichoerus grypus,-60.0528,43.93609,2010-09-11T19:11:00,F,,151.5
Halichoerus grypus,-59.82383,43.93972,2012-06-26T18:48:00,F,ADULT,153
Halichoerus grypus,-60.11433,43.94997,2009-10-18T00:00:00,F,,189
Halichoerus grypus,-59.82469,43.94899,2012-10-12T17:51:00,F,ADULT,219
Halichoerus grypus,-60.03706,43.93044,2011-06-15T11:32:00,F,,190
Halichoerus grypus,-59.91232,43.93642,2012-06-25T19:16:00,F,ADULT,184
Halichoerus grypus,-59.98945,43.92624,2012-06-28T18:25:00,F,ADULT,166
Halichoerus grypus,-60.11527,43.95028,2009-10-18T00:00:00,F,,176
Halichoerus grypus,-59.94548,43.926,2014-06-13T13:16:00,F,ADULT,159
Halichoerus grypus,-60.07276,43.93888,2010-09-17T14:56:00,F,,161
Halichoerus grypus,-59.97944,43.9355,2012-06-27T19:19:00,F,ADULT,152
Halichoerus grypus,-59.97761,43.92602,2010-09-10T18:39:00,F,,148.5
Halichoerus grypus,-59.83379,43.93664,2011-06-14T16:00:00,F,,186
Halichoerus grypus,-60.11584,43.95051,2009-10-20T00:00:00,M,,255
Halichoerus grypus,-60.15387,43.96877,2009-10-18T00:00:00,M,,257.5
Halichoerus grypus,-59.76122,43.97159,2009-10-17T00:00:00,M,,256
Halichoerus grypus,-60.01155,43.92772,2011-06-13T09:12:00,F,,144
Halichoerus grypus,-60.13724,43.95939,2009-10-18T00:00:00,M,,227.5
Halichoerus grypus,-60.12039,43.95193,2010-09-12T19:18:00,M,,196
Halichoerus grypus,-60.15398,43.96898,2009-10-19T00:00:00,M,,226.5
Halichoerus grypus,-60.10133,43.94539,2010-09-15T19:13:00,M,,215.5
Halichoerus grypus,-60.03179,43.92961,2013-06-29T16:31:00,M,ADULT,205.6
Halichoerus grypus,-60.00123,43.92709,2013-06-29T17:23:00,M,ADULT,202
Halichoerus grypus,-59.95152,43.92582,2013-06-29T18:38:00,M,ADULT,164.8
Halichoerus grypus,-59.83024,43.93776,2013-06-29T20:32:00,M,ADULT,234.5
Halichoerus grypus,-60.04249,43.93113,2013-06-30T13:59:00,M,ADULT,268.4
Halichoerus grypus,-60.05354,43.9333,2013-06-30T14:52:00,M,ADULT,188.5
Halichoerus grypus,-59.99375,43.93514,2013-06-30T17:22:00,M,ADULT,184
Halichoerus grypus,-59.86289,43.93039,2013-06-30T19:30:00,F,ADULT,165
Halichoerus grypus,-59.96168,43.93591,2011-06-11T16:05:00,F,,149
Halichoerus grypus,-59.87567,43.93948,2011-06-11T17:08:00,F,,170
Halichoerus grypus,-59.7744,43.96078,2011-06-11T18:20:00,F,,125
Halichoerus grypus,-59.98055,43.92587,2011-06-12T14:02:00,F,,147
Halichoerus grypus,-59.9091,43.92606,2011-06-12T15:15:00,F,,149
Halichoerus grypus,-59.87664,43.92852,2011-06-12T16:00:00,F,,122
Halichoerus grypus,-60.01696,43.92831,2011-06-14T11:18:00,F,,139
Halichoerus grypus,-60.01579,43.92831,2011-06-14T12:04:00,F,,161
Halichoerus grypus,-59.79142,43.95226,2014-06-20T18:21:00,M,ADULT,181.6
Halichoerus grypus,-60.12828,43.95918,2012-06-24T18:42:00,M,ADULT,179
Halichoerus grypus,-59.83577,43.93618,2009-10-15T00:00:00,M,,157.5
Gadus morhua,-60.9995,45.3475,2010-11-29T04:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.776,44.961,2014-05-14T00:00:00,U,,
Gadus morhua,-61.776,44.961,2014-05-14T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.778,44.945,2014-05-15T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.593,45.001,2014-05-13T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.745,44.978,2014-05-14T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
Gadus morhua,-61.752,44.953,2014-05-13T00:00:00,U,,
